PSA-Nr.;Aufstellort;Bezirk/Gebiet;Abschnitt/-von;Abschnitt/-bis;Stellplätze;Roter Punkt;Gebuehrenzeit;Gebuehr je 15 Minuten;HPD/Std.;Tagesgebuehr;Tarifzone;GeoKoordinateNord;GeoKoordinateOst 
982;Wittgensteinstraße 11/13;Lindenthal Süd II;Dürener Str.;Bachemer Straße;26;Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,92774288;6,91291695
983;Kronengasse 8;Nördlich Neumarkt;Antonsgasse;Cäcilienstr.;20;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93526;6,95079
984;Gertrudenstr. 20;Nördlich Neumarkt;Gertrudenplatz;Pastor-Könn-Platz;18;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93772;6,94557
985;Benesisstr. 22;Nördlich Neumarkt;Mittelstr.;Hahnenstr.;10;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9367;6,94241
986;Neven-du-Mont-Str. 6;Nördlich Neumarkt;Breite Str.;Kupfergasse;12;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9397;6,95062
987;Kupfergasse;Nördlich Neumarkt;NevenDuMontstr.;Appellhofplatz;30;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93975;6,95117
988;Palmstr. 21;Nördlich Neumarkt;Friesenwall;Alte Wallgasse;6;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9393;6,94153
989;Friesenwall 88;Nördlich Neumarkt;Magnusstr.;Palmstr.;12;NEU;Mo-Sa 09:00 - 18:00;1,00 €;4;;500001;50,93954;6,94087
990;Apostelnstr. 5;Nördlich Neumarkt;Mittelstr.;Große Brinkgasse;14;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93718;6,94524
991;Apostelnstr. 21;Nördlich Neumarkt;Große Brinkgasse;Ehrenstr.;8;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93802;6,94526
992;Benesisstr. 48;Nördlich Neumarkt;Ehrenstr.;Mittelstr.;19;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93741;6,94225
993;Pfeilstr. 22;Nördlich Neumarkt;Mittelstr.;Benesisstr.;16;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,3736;6,9413
994;Sülzgürtel 67 (Mittelinsel);Sülz-Nord II;Zülpicher Str.;Euskirchener Str.;31;Sülz-N II;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 13:00;0,50 €;9;Ja;500119;;
995;Mörsergasse 10;Nördlich Neumarkt;Auf der Ruhr;Breite Str.;11;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93976;6,95183
996;Elisenstr. 5;Nördlich Neumarkt;Appellhofplatz;Auf dem Berlich;17;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,94084;6,94928
997;Schwalbengasse 12-14;Nördlich Neumarkt;Neven-DuMont-Str.;Auf dem Berlich;14;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9402;6,94952
998;Am Römerturm 23;Nördlich Neumarkt;Zeughausstr.;Helenenstr.;21;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,94065;6,94692
999;Albertusstr. 10-12;Nördlich Neumarkt;Magnusstr.;Ehrenstr.;8;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9392547;6,94476738
1000;Auf dem Berlich 26;Nördlich Neumarkt;Helenenstr.;Elisenstr.;5;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,94001;6,94784
1001;Helenenstr. 11;Nördlich Neumarkt;Auf dem Berlich;St.Apern Str.;13;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93987;6,94704
1002;Genovevastraße 70a;Mülheim;Parkplatz Innenhof;;50;KEUP;Mo-Sa 09:00 - 23:00;0,50 €;14;Ja;500110;50,96467155;7,00878147
1003;Ostlandstr. 55;Weiden-Süd;An der alten Post;Freiburger Str.;7;Weiden-S;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,93576675;6,83230519
1004;Wartburgplatz;Nippes;;;16;NIPPES;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500059;50,9631239;6,9474831
1005;Auf dem Berlich 5;Nördlich Neumarkt;Breite Str.;Helenenstr.;19;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93944;6,94787
1006;Ehrenstr. 17;Nördlich Neumarkt;Apostelnstraße;Kl. Brinkgasse;16;;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93846;6,94399
1007;Ehrenstr. 35;Nördlich Neumarkt;Apostelnstraße;Benesisstraße;11;;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93839;6,94315
1008;Ehrenstr. 65;Nördlich Neumarkt;Benesisstraße;Friesenwall;6;;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93839;6,94131
1009;Friesenwall 14;Nördlich Neumarkt;Kettengasse.;Mittelstr.;10;NEU;Mo-Sa 09:00 - 18:00;1,00 €;4;;500001;50,93707;6,94041
1010;Magnusstr. 30;Nördlich Neumarkt;Alte Wallgasse;Albertusstr.;10;;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,94001;6,94366
1011;Adolphstr. 40;Deutz I;Helenenwallstr.;Gotenring;35;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,9351643;6,9767011
1012;Alsenstr. 17;Deutz I;Neuhöfferstr.;Düppelstr.;13;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,9383503;6,9745994
1013;Alsenstr. 25;Deutz I;Neuhöfferstr.;Kasemattenstr.;8;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,938392;6,9757337
1014;Arminiusstr. 10-14;Deutz I;Tempelstr.;Siegburger Str.;7;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,9351435;6,9722447
1015;Düppelstr. 18;Deutz I;Deutzer Freiheit;Karlstr.;17;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,9377599;6,9743727
1016;Düppelstr. 23;Deutz I;Siegesstr.;Karlstr.;24;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,9380111;6,973614
1017;Graf-Geßler-Str. 6;Deutz I;Deutzer Freiheit;Kasemattenstr.;29;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,937498;6,976909
1018;Helenenwallstr. 4;Deutz I;Heribertusstr.;Adolphstr.;23;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,9354891;6,9755003
1019;Karlstr. 7;Deutz I;Theodor-Babilon-Str.;Mindener Str.;7;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,9351435;6,9722447
1020;Kasemattenstr. 20;Deutz I;Graf-Geßler-Str.;Neuhöfferstr.;20;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,93871929;6,97543738
1021;Lorenzstr. 27;Deutz I;Helenenwallstr.;Gotenring;23;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,9348212;6,9769981
1022;Mathildenstr. 29;Deutz I;Adolphstr.;Deutzer Freiheit;12;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,9018448;7,0327764
1023;Mathildenstr. 53;Deutz I;Lorenzstr.;Adolphstr.;9;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,9347394;6,9746192
1024;Neuhöfferstr. 9a;Deutz I;Alsenstr.;Deutzer Freiheit;12;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,9374998;6,975166
1025;Neuhöfferstr. 35;Deutz I;Siegesstr.;Alsenstr.;10;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,9384984;6,9750747
1026;Reischplatz 7;Deutz I;Gotenring;Helenenwallstr.;60;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,9361791;6,9766274
1027;Tempelstr. 19;Deutz I;Deutzer Freiheit;Arminiusstr.;18;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,936458;6,9735411
1028;Theodor-Babilon-Str. 3;Deutz I;Karlstr.;Deutzer Freiheit;2;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,9373163;6,973157
1029;Von-Sandt-Platz 6-8;Deutz I;Kasemattenstr.;Constantinstr.;26;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,938609;6,977201
1030;Von-Sandt-Platz 1;Deutz I;Constantinstr.;Kasemattenstr.;24;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,938481;6,976589
1031;Deutz-Kalker Str. 12;Deutz II;Gotenring;Östl. Zubringerstr.;8;DEUTZ II;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,9369;6,97945
1032;Eumeniusstr. 7;Deutz II;Gotenring;Östl. Zubringerstr.;13;DEUTZ II;Mo-So 09:00 - 23:00;1,00 €;4;;500009;50,9365167;6,9792815
1033;Eumeniusstr. 21;Deutz II;Östl. Zubringerstr.;Gotenring;8;DEUTZ II;Mo-So 09:00 - 23:00;1,00 €;4;;500009;50,9365982;6,9812396
1034;Theodor-Hürth-Str. 4;Deutz II;Thusneldastr.;Alarichstr.;17;DEUTZ II;Mo-Sa 09:00 - 21:00;1,00 €;4;;500004;50,9344901;6,9791919
1035;Thusneldastr. 2;Deutz II;Gotenring;Theodor-Hürth-str.;16;DEUTZ II;Mo-Sa 09:00 - 21:00;1,00 €;4;;500004;50,9351984;6,9783715
1036;Thusneldastr. 10;Deutz II;Theodor-Hürth-Str.;Ripuarenstr.;10;DEUTZ II;Mo-Sa 09:00 - 21:00;1,00 €;4;;500004;50,9350864;6,9793372
1037;Thusneldastr. 15-17;Deutz II;Totilastr.;Ripuarenstr.;12;DEUTZ II;Mo-Sa 09:00 - 21:00;1,00 €;4;;500004;50,93508;6,9809
1038;Thusneldastr. 9;Deutz II;Waltharisstr.;Gotenring;10;DEUTZ II;Mo-Sa 09:00 - 21:00;1,00 €;4;;500004;50,93534;6,97979
1039;Waltharistr. 9;Deutz II;Thusneldastr.;Alarichstr.;19;DEUTZ II;Mo-Sa 09:00 - 21:00;1,00 €;4;;500004;50,9344002;6,9805456
1040;Betzdorfer Str. 1;Deutz III;Deutz-Kalker Str.;Gießener Str.;4;DEUTZ III;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,9362931;6,9891839
1041;Betzdorfer Str. 1;Deutz III;Gießener Str.;Deutz-Kalker Str.;6;DEUTZ III;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,9362931;6,9891839
1042;Deutz-Kalker Str. 118;Deutz III;Betzdorferstr.;Reitweg;9;DEUTZ III;Mo-So 09:00 - 23:00;0,50 €;14;Ja;500101;50,936345;6,988775
1043;Deutz-Kalker Str. 114;Deutz III;Reitweg;Betzdorferstr.;33;DEUTZ III;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,9360147;6,9873045
1044;Deutz-Kalker Str. 19;Deutz III;Deutzer Ring;Betzdorfer Str.;14;DEUTZ III;Mo-So 09:00 - 23:00;0,50 €;14;Ja;500101;50,9368184;6,9894735
1045;Deutz-Kalker Str. 58;Deutz III;Reitweg;Eitorfer Str.;4;DEUTZ III;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,9368184;6,9894735
1046;Eitorfer Str. 6;Deutz III;Deutz-Kalker Str.;Reitweg;29;DEUTZ III;Mo-So 09:00 - 23:00;0,50 €;14;Ja;500101;50,9363959;6,9840207
1047;Teutonenstraße 6;Deutz V;Siegburger Straße;Bebelplatz;14;DEUTZ V;Mo-Sa 09:00 - 21:00;0,50 €;12;Ja;500102;50,9368184;6,9894735
1048;Deutz-Kalker Str. 60;Deutz III;Eitorfer Str.;Reitweg;21;DEUTZ III;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,9368184;6,9894735
1049;Landgrafenstraße 6-8;Lindenthal Süd II;Dürener Str.;Herderstraße;5;Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,92625938;6,91161377
1050;Uhlandstr. 8;Lindenthal Süd II;Landgrafenstraße;Wittgensteinstraße;27;Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,92771924;6,91184623
1051;Am Rinkenpfuhl 17;Griechenmarktviertel;Schaafenstr.;Mauritiuskirchplatz;20;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9341896;6,94384676
1052;An der Bastion 3;Deutz I;Hasertstr.;Helenenwallstr.;16;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,9332939;6,9747175
1053;Frankfurter Str. 293-297;Kalk;Fuldaer Str;Autobahnauffahrt;8;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9332451;6,9746325
1054;Neusser Str. 282;Nippes;Wilhelmstraße;Viersener Straße;5;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9646912;6,9537125
1055;Neusser Str. 255;Nippes;Viersener Straße;Wilhelmstraße;5;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9646912;6,9537125
1056;Neusser Str. 242;Nippes;Nelkenstraße;Florastraße;13;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9646912;6,9537125
1057;Am Grauen Stein 24;Porz;Östlicher Zubringer;Taubenholzweg;10;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9646912;6,9537125
1058;Benediktusgasse 3;Deutz I;Benjaminstr.;Grabengasse;14;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,9344738;6,971944
1059;Benjaminstr. 13;Deutz I;Siegburger Straße;Tempelstraße;9;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,9340662;6,9718292
1060;Gotenring 58;Deutz I;Schaurtestraße;An der Bastion;6;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,93247;6,97528
1061;Grabengasse 20;Deutz I;Siegburger Straße;Tempelstraße;11;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,9346588;6,9723244
1062;Helenenwallstr. 25;Deutz I;Mathildenstraße;Troisdorfer Straße;14;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,933492;6,9741382
1063;Helenenwallstr. 20c/Arnoldstr.;Deutz I;Schaurtestraße;Lorenzstraße;17;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,934742;6,9757254
1064;Mathildenstr. 76;Deutz I;Helenenwallstraße;Arnoldstraße;33;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,9336116;6,9743826
1065;Rupertusstr. 1;Deutz I;Tempelstraße;Arnoldstraße;20;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,93425;6,97311
1066;Siegburger Str. 73;Deutz I;Benjaminstraße;Grabengasse;8;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,9344974;6,9708413
1067;Tempelstr. 81;Deutz I;Benjaminstraße;Siegburger Straße;19;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,9334355;6,9726164
1068;Troisdorfer Str. 123;Deutz I;Helenenwallstraße;Siegburger Straße;12;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,9323457;6,9728075
1069;Wahner Str. 6;Deutz I;Siegburger Str.;Helenenwallstr.;20;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,932642;6,972031
1070;Alemannenstr. 8;Deutz II;Alarichstr.;Suevenstr.;34;DEUTZ II;Mo-Sa 09:00 - 21:00;1,00 €;4;;500004;50,9324628;6,9826611
1071;Alemannenstr. 22;Deutz II;Alarichstr.;Suevenstr.;36;DEUTZ II;Mo-Sa 09:00 - 21:00;1,00 €;4;;500004;50,9315605;6,9816388
1072;Alarichstr. 50;Deutz II;Custodisstr.;Alemannenstr.;19;DEUTZ II;Mo-Sa 09:00 - 21:00;1,00 €;4;;500004;50,9330991;6,9828432
1073;Alarichstr. 19;Deutz II;Waltharistr.;Theodor-Hürth-Str.;20;DEUTZ II;Mo-Sa 09:00 - 21:00;1,00 €;4;;500004;50,933957;6,979225
1074;Custodisstr. 6;Deutz II;Alarichstr.;Markomannenstraße;23;DEUTZ II;Mo-Sa 09:00 - 21:00;1,00 €;4;;500004;50,93334;6,97978
1075;Gotenring 39;Deutz II;Suevenstraße;Markomannenstraße;5;DEUTZ II;Mo-Sa 09:00 - 21:00;1,00 €;4;;500004;50,9333202;6,9772685
1076;Markomannenstr. 17;Deutz II;Gotenring;Custodisstr.;34;DEUTZ II;Mo-Sa 09:00 - 21:00;1,00 €;4;;500004;50,9332051;6,9792725
1077;Suevenstr. 6;Deutz II;Gotenring;Bataverstr..;23;DEUTZ II;Mo-Sa 09:00 - 21:00;1,00 €;4;;500004;50,9327218;6,9772151
1078;Gießener Str. 19;Deutz III;Deutzer Ring;Betzdorfer Str.;11;DEUTZ III;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,936029;6,9909407
1079;freie Nummer (ehemals Sporergasse 1);City/Martinsviertel;Salomonsgasse;Am Hof;4;CITY;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93923;6,95676
1080;Maternusstr. 8-10;Rodenkirchen;Hauptstr.;Wilhelmstr.;5;;Mo-Sa 09:00 - 18:00;0,50 €;2;;500008;50,89300897;6,9942449
1081;Blaubach 18;Georgsviertel;Krummer Büchel;Neukölner Straße;15;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93251651;6,95524565
1082;Burgmauer 22;City/Martinsviertel;Mariagartengasse;Margaretenkloster;9;CITY;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,94124;9,9541
1083;Burgmauer 8;City/Martinsviertel;Mariagartengasse;Unter Fettenhennen;10;CITY;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;90,94144;6,9553
1084;Sülzgürtel (Mittelinsel in Höhe KVB-Haltestelle);Sülz-Nord II;Euskirchener Str.;Mommsenstr.;23;Sülz-N II;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 13:00;0,50 €;9;;500119;;
1085;freie Nummer (ehemals Am Hof 38-46);City/Martinsviertel;Unter Goldschmied;Kurt-Hackenberg-Platz;4;CITY;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93988;6,95906
1086;Bunzlauer Straße;Weiden-Süd;Danziger Straße;Aachener Straße;3;Weiden-S;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,9357966;6,836877
1087;freie Nummer (ehemals Kleine Budengasse 9);City/Martinsviertel;Unter Goldschmied;Bürgerstr.;8;CITY;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93917;6,95878
1088;freie Nummer (ehemals Laurenzgittergäßchen);City/Martinsviertel;Kleine Budengasse;;5;CITY;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93935;6,95868
1089;freie Nummer (ehemals Unter Goldschmied 6);City/Martinsviertel;Kleine Budengasse;Am Hof;4;CITY;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9394;6,9581
1090;Helenenwallstr. 17;Deutz I;An der Bastion;Schaurtestr.;28;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,9336249;6,97498689
1091;freie Nummer (ehemals Obenmarspforten 21);City/Martinsviertel;Unter Goldschmied;Marspfortengasse;4;CITY;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93755;6,95782
1092;freie Nummer (ehemals Große Sandkaul 18);City/Martinsviertel;Gürzenichstr.;Obenmarspforten;8;CITY;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93652;6,95696
1093;Teutonenstraße 12;Deutz V;Bebelplatz;Alter Mühlenweg;18;DEUTZ V;Mo-Sa 09:00 - 21:00;0,50 €;12;Ja;500102;50,9392408;6,9586667
1094;Auenweg;Deutz;Staatenhaus;Sachsenbergstr.;17;;Mo-So 09:00 - 23:00;1,00 €;5;;500069;;
1095;St.-Apern-Str. 26;Nördlich Neumarkt;Breitestr.;Helenenstr.;6;;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93977;6,94558
1096;Antonsgasse;Nördlich Neumarkt;Cäcilienstr.;Kronengasse;5;;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93598;6,9523
1097;Mittelstr. 52;Nördlich Neumarkt;Friesenwall;Pfeilstr.;5;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93674;6,94068
1098;Lindenburger Allee ggü. 24-26;Lindenthal Süd II;Dürener Str.;Bachemer Straße;7;Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,92806737;6,91560207
1099;Appellhofplatz Gericht;Nördlich Neumarkt;Röhrergasse;Neven-DuMont-Str.;15;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,94052;6,95219
1100;freie Nummer (ehemals Hohenzollernring 12);Nördlich Neumarkt;Rudolfplatz;Ehrenstr.;5;;Mo-Sa 19:00 - 01:00;1,00 €;4;;500044;50,93719;6,93946
1101;freie Nummer (ehemals Hohenzollernring 22-24);Nördlich Neumarkt;Rudolfplatz;Ehrenstr.;5;;Mo-Sa 19:00 - 01:00;1,00 €;4;;500044;50,93771;6,93948
1102;Filzengraben 8;Georgsviertel;Am Leystapel;An der Malzmühle;10;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93360859;6,96103406
1103;Georgsplatz 4-6;Georgsviertel;Waidmarkt;Haus Nr. 10;13;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9314488;6,9577866
1104;Georgstr. 1;Georgsviertel;Follerstraße;Waidmarkt;10;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,87301;7,03324
1105;Georgstr. 1;Georgsviertel;Follerstraße;Waidmarkt;9;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,87313864;7,03300933
1106;Große Witschgasse 36;Georgsviertel;Mathiasstraße;Rheinufer;11;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9326636;6,96115641
1107;Große Witschgasse 5;Georgsviertel;Mathiasstraße;Rheinuferstraße;12;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93256483;6,96007748
1108;Großer Griechenmarkt 5;Georgsviertel;Krummer Büchel;Neuköllner Straße;12;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9328519;6,9545669
1109;Holzgasse;Georgsviertel;Holzmarkt;Große Witschgasse;8;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9320016;6,9617153
1110;Holzgasse;Georgsviertel;Holzmarkt;Witschgasse;13;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9320016;6,9617153
1111;Holzmarkt 59;Georgsviertel;Holzgasse;Rheinaustraße;8;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93185827;6,96257322
1112;Krummer Büchel 12;Georgsviertel;Großer Griechenmarkt;Agrippastraße;12;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93309997;6,95492642
1113;Kühgasse 1;Georgsviertel;Rheingasse;Ende;12;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,934246;6,9625657
1114;Marienplatz 11;Georgsviertel;Kasinostraße;Straßenende;20;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93397195;6,95800513
1115;Marienplatz 20;Georgsviertel;Kasinostraße;Straßenende;16;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9341415;6,9580236
1116;Mathiasstr. 11;Georgsviertel;Georgstraße;Mühlenbach;10;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9341415;6,9580236
1117;Mühlenbach 17;Georgsviertel;Waidmarkt;Mathiasstraße;6;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9341415;6,9580236
1118;Aachener Straße 1203;Weiden-Süd;Bunzlauer Str.;Römerstraße;7;Weiden-S;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,9341415;6,9580236
1119;Mühlenbach 30;Georgsviertel;Waidmarkt;Mathiasstraße;10;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9341415;6,9580236
1120;An den Gelenkbogenhallen 6.B;Deutz;Von-Gablenz-Straße;Brügelmannstraße;16;;Mo-So 09:00 - 23:00;0,50 €;14;Ja;500101;50,9416436;6,9825703
1121;Rheingasse 18;Georgsviertel;Am Malzbüchel;Peter-Welter-Platz;12;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93420699;6,96126957
1122;Waidmarkt 20;Georgsviertel;Georgstraße;Mühlenbach;4;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9340819;6,9612803
1123;Löwengasse 1;Georgsviertel;Severinstraße;Weberstraße;11;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9300937;6,9573596
1124;Alexianerstr. 12;Griechenmarktviertel;Fleischmengergasse;Thieboldsgasse;10;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93267584;6,94818201
1125;Alexianerstr. ggü. 33;Griechenmarktviertel;Mauritiussteinweg;Thieboldsgasse;17;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93261677;6,94616236
1126;Alte Mauer am Bach 5;Griechenmarktviertel;Poststr.;Griechenpforte;7;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9327629;6,9482142
1127;Arndtstr. 12;Griechenmarktviertel;Mauritiuskirchplatz;Humboldstraße;15;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9330627;6,94291923
1128;Bachemstr. 6;Griechenmarktviertel;Großer Griechenmarkt;Blaubach;14;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9318963;6,9534841
1129;Balduinstr. 5;Griechenmarktviertel;Rubenstraße;Schaafenstraße;14;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9342471;6,94138216
1130;Frankstr. ggü. 23;Griechenmarktviertel;Huhnsgasse;Jahnstraße;18;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,89476871;6,98819365
1131;Große Telegraphenstr. 2;Griechenmarktviertel;Neue Weyerstraße;Kleine Telegraphenstr.;14;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9304016;6,9461303
1132;Große Telegraphenstr. 31;Griechenmarktviertel;Kleine Telegraphenstr.;Huhnsgasse;13;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93144433;6,94517378
1133;Großer Griechenmarkt 121;Griechenmarktviertel;Kleiner Griechenmarkt;Poststraße;15;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,931581;6,94909
1134;Großer Griechenmarkt 95;Griechenmarktviertel;Poststraße;Kaygasse;6;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,931795;6,950448
1135;Huhnsgasse ggü. 16;Griechenmarktviertel;Frankstraße;Große Telegraphenstr.;12;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93158513;6,94481714
